"id","created_at","pick_up_time","guid","quoted_delivery_time","company_id","should_hold_at_airlines"
9584,"2019-09-09 16:07:31.418188","2019-09-09 16:07:31.377964","ATW3ZP9GGW","2019-09-09 22:00:56",204,FALSE
9583,"2019-09-09 16:03:12.999929","2019-09-09 16:03:12.949505","ATZHDD3JT9","2019-09-10 00:17:28",360,FALSE
9582,"2019-09-09 15:59:04.833303","2019-09-09 15:59:04.025555","ATKA44PRXE","2019-09-10 02:39:00",204,FALSE
9581,"2019-09-09 15:09:47.461871","2019-09-09 15:09:47.40908","AT3TXZ26ZF","2019-09-10 00:38:24",360,FALSE
9580,"2019-09-08 21:55:15.892678","2019-09-08 21:55:15.697296","ATFG7WCD3C","2019-09-09 13:24:44",210,FALSE
9579,"2019-09-07 00:09:32.158449","2019-09-07 00:09:32.11527","ATC3CP6NHJ","2019-09-07 20:43:37",218,FALSE
9578,"2019-09-07 00:06:08.153747","2019-09-07 00:06:07.744297","ATHHXERFZ9","2019-09-07 17:52:09",218,FALSE
9577,"2019-09-06 23:39:00.656542","2019-09-06 23:39:00.620309","ATWFZREDF6","2019-09-07 12:21:51",209,FALSE
9576,"2019-09-06 21:12:49.443282","2019-09-06 21:12:48.602954","ATTPFYPMJM","2019-09-07 08:38:56",363,FALSE
9574,"2019-09-06 18:58:20.251727","2019-09-06 18:58:20.201813","AT62RHJX3A","2019-09-07 11:40:08",211,FALSE
9573,"2019-09-06 18:56:46.56239","2019-09-06 18:56:46.524202","ATCE9YPFR2","2019-09-07 02:48:15",211,FALSE
9572,"2019-09-06 18:48:23.114004","2019-09-06 18:48:23.078866","ATWFY674C4","2019-09-06 23:21:13",211,FALSE
9571,"2019-09-06 18:41:23.297166","2019-09-06 18:41:23.247755","ATCEWYDRY6","2019-09-07 13:58:51",211,FALSE
9570,"2019-09-06 18:34:32.536364","2019-09-06 18:34:32.501426","ATTWHJWKJH","2019-09-07 03:04:01",211,FALSE
9569,"2019-09-06 18:33:33.300314","2019-09-06 18:33:33.238977","ATHD6TK2YF","2019-09-06 23:05:01",211,FALSE
9568,"2019-09-06 18:30:56.027972","2019-09-06 18:30:55.937035","AT6NJ332ZT","2019-09-07 13:58:51",211,FALSE
9567,"2019-09-06 18:18:05.835635","2019-09-06 18:18:05.790274","ATJTZC49KT","2019-09-07 02:30:48",322,FALSE
9566,"2019-09-06 18:16:06.422658","2019-09-06 18:16:06.368406","ATAY3CKT3W","2019-09-07 02:30:48",322,FALSE
9565,"2019-09-06 18:09:14.182605","2019-09-06 18:09:14.122444","ATR3PZZYG2","2019-09-07 04:37:00",316,FALSE
9564,"2019-09-06 18:08:51.207677","2019-09-06 18:08:51.163045","ATTN2J662P",,316,FALSE
9563,"2019-09-06 18:07:55.652633","2019-09-06 18:07:55.620838","ATGZYM6RT6","2019-09-07 02:17:46",363,FALSE
9562,"2019-09-06 18:07:42.489417","2019-09-06 18:07:42.431067","ATZ9GR7K4C","2019-09-07 01:43:06",316,FALSE
9561,"2019-09-06 18:07:35.179321","2019-09-06 18:07:35.139123","ATTR99Y7YA","2019-09-07 02:40:10",364,FALSE
9560,"2019-09-06 18:02:50.591724","2019-09-06 18:02:50.414798","ATTD6TXJTG","2019-09-07 06:36:55",364,FALSE
9559,"2019-09-06 17:18:03.39163","2019-09-06 17:18:03.343444","ATX39NMRK2","2019-09-06 20:05:25",374,FALSE
9558,"2019-09-06 17:17:21.551703","2019-09-06 17:17:21.469618","ATKNYX6NPM","2019-09-07 02:17:46",363,FALSE
9557,"2019-09-06 17:11:05.668431","2019-09-06 17:11:05.626277","ATFWFM3TWZ","2019-09-07 03:37:10",317,FALSE
9556,"2019-09-06 17:03:14.04338","2019-09-06 17:03:14.003547","ATXDPJZDGY","2019-09-07 01:44:22",363,FALSE
9555,"2019-09-06 17:00:33.814355","2019-09-06 17:00:33.766289","ATXYJEK2TD","2019-09-07 03:25:20",41,FALSE
9554,"2019-09-06 16:59:18.010613","2019-09-06 16:59:17.959371","ATPAH7JRZE","2019-09-07 03:25:20",41,FALSE
9553,"2019-09-06 16:57:32.365789","2019-09-06 16:57:32.1218","ATM42W24W3","2019-09-07 21:29:26",41,FALSE
9552,"2019-09-06 16:45:24.193144","2019-09-06 16:45:24.151229","AT9DCRRXPC","2019-09-07 01:44:22",363,FALSE
9551,"2019-09-06 15:26:09.262145","2019-09-06 15:26:09.180529","ATYH4M3326","2019-09-07 04:14:06",209,FALSE
9550,"2019-09-06 15:10:04.094991","2019-09-06 15:10:04.004287","ATDRXGAYZD","2019-09-07 06:41:21",364,FALSE
9549,"2019-09-05 22:57:17.55251","2019-09-05 22:57:17.508458","ATNWYJTGAA","2019-09-06 19:14:42",363,FALSE
9548,"2019-09-05 21:32:26.152524","2019-09-05 21:32:26.107867","AT2R267XNF","2019-09-06 16:10:42",363,FALSE
9547,"2019-09-05 21:31:19.868382","2019-09-05 21:31:19.832558","ATYMPHJPHP","2019-09-06 16:10:42",363,FALSE
9546,"2019-09-05 19:56:09.160138","2019-09-05 19:56:00","ATZFNZ4HDE","2019-09-06 06:29:20",22,FALSE
9545,"2019-09-05 19:55:57.93376","2019-09-05 19:55:00","ATP3AHJTF2","2019-09-06 06:29:20",22,FALSE
9544,"2019-09-05 19:55:43.845024","2019-09-05 19:55:00","ATG4XKKTD2","2019-09-06 06:29:20",22,FALSE
9543,"2019-09-05 19:55:00.056989","2019-09-05 19:55:00","ATCGF3MPX7","2019-09-06 06:29:20",22,FALSE
9542,"2019-09-05 19:48:09.779837","2019-09-05 19:48:00","ATW474HKM7","2019-09-06 06:14:51",22,FALSE
9541,"2019-09-05 19:47:12.406665","2019-09-05 19:47:00","AT4AE7H2WA","2019-09-06 06:11:33",22,FALSE
9540,"2019-09-05 19:47:03.234614","2019-09-05 19:47:00","ATDFKYMRA9","2019-09-06 06:11:33",22,FALSE
9539,"2019-09-05 19:46:50.872759","2019-09-05 19:46:00","AT6GDPG799","2019-09-06 06:11:33",22,FALSE
9538,"2019-09-05 19:38:27.283252","2019-09-05 19:38:00","ATRXXRWHR7","2019-09-06 06:00:07",22,FALSE
9537,"2019-09-05 19:37:56.306537","2019-09-05 19:37:00","ATMX7ZH2MJ","2019-09-06 05:55:57",22,FALSE
9536,"2019-09-05 19:36:25.867754","2019-09-05 19:36:00","ATHG9ZEPRW","2019-09-06 05:54:57",22,FALSE
9535,"2019-09-05 19:36:06.92499","2019-09-05 19:36:00","ATCHRKZY9G","2019-09-06 05:54:57",22,FALSE
9534,"2019-09-05 19:32:55.290898","2019-09-05 19:32:00","ATHY94YRX9","2019-09-06 05:43:37",22,FALSE
9533,"2019-09-05 19:32:42.541003","2019-09-05 19:32:00","ATGY6J94NZ","2019-09-06 05:43:37",22,FALSE
9532,"2019-09-05 19:20:17.077547","2019-09-05 19:20:00","ATD999AADC","2019-09-06 05:26:16",22,FALSE
9531,"2019-09-05 19:18:20.620611","2019-09-05 19:18:19.927368","ATADWZFF32","2019-09-06 03:09:44",22,FALSE
9530,"2019-09-05 19:14:38.217817","2019-09-05 19:14:38.091867","ATJ9KKCKGD","2019-09-06 14:44:15",22,FALSE
9529,"2019-09-05 19:03:54.077924","2019-09-05 19:03:54.041494","AT7EY299FZ","2019-09-06 06:46:24",363,FALSE
9528,"2019-09-05 16:25:25.594755","2019-09-05 16:25:25.543716","AT4KWX2MJ6","2019-09-06 02:27:31",366,FALSE
9527,"2019-09-05 16:08:45.250009","2019-09-05 16:08:45.172257","ATMRKZHRET","2019-09-06 11:57:33",316,FALSE
9526,"2019-09-05 14:44:01.379938","2019-09-05 14:44:01.339647","AT933KXH9K","2019-09-06 01:31:43",317,FALSE
9525,"2019-09-05 14:34:14.812953","2019-09-05 14:34:14.740896","AT7MR6PYFA","2019-09-07 12:03:21",361,FALSE
9524,"2019-09-05 14:21:11.554673","2019-09-05 14:21:11.482346","ATCCYMF7WX","2019-09-05 17:36:34",361,FALSE
9523,"2019-09-04 22:56:02.097274","2019-09-04 22:56:00","ATNEJ3K3T3","2019-09-05 01:35:55",22,FALSE
9522,"2019-09-04 22:53:02.944847","2019-09-04 22:53:00","AT69K4D2DZ","2019-09-05 09:15:18",22,FALSE
9521,"2019-09-04 22:49:19.121556","2019-09-04 22:49:00","ATAWEAZTTM","2019-09-05 09:14:56",22,FALSE
9520,"2019-09-04 21:29:47.477111","2019-09-04 21:29:00","ATGD2RYZR3","2019-09-05 08:30:20",22,FALSE
9519,"2019-09-04 21:27:26.361289","2019-09-04 21:27:00","ATPMEC27CA","2019-09-05 08:29:37",22,FALSE
9518,"2019-09-04 20:20:53.071161","2019-09-04 20:20:53.00523","ATN4FKYT2X","2019-09-05 04:38:09",316,FALSE
9517,"2019-09-04 19:13:50.169988","2019-09-04 19:13:50.0966","AT3WWJA7F6","2019-09-05 14:31:19",363,FALSE
9516,"2019-09-04 18:01:32.818397","2019-09-04 18:01:00","ATPMDDKJ99","2019-09-05 05:50:39",51,FALSE
9515,"2019-09-04 17:11:42.807439","2019-09-04 17:11:42.725524","ATMP42R29G","2019-09-05 03:53:02",365,FALSE
9514,"2019-09-04 16:42:48.664202","2019-09-04 16:42:48.562199","AT7M9JY4HX","2019-09-05 02:45:16",361,FALSE
9513,"2019-09-04 16:36:18.989182","2019-09-04 16:36:18.777074","ATGG6H6EYZ","2019-09-04 19:53:01",361,FALSE
9512,"2019-09-04 16:09:52.520188","2019-09-04 16:09:52.471569","AT9MCRDTYR","2019-09-05 06:38:09",363,FALSE
9511,"2019-09-04 15:36:45.58149","2019-09-04 15:36:45.537124","ATYK93YPRC","2019-09-04 18:30:54",317,FALSE
9510,"2019-09-04 15:31:26.431951","2019-09-04 15:31:25.889032","ATHT222ECW","2019-09-05 00:16:00",364,TRUE
9509,"2019-09-04 15:28:56.90481","2019-09-04 15:28:56.818884","ATRMHY7DRM","2019-09-07 11:30:00",364,TRUE
9508,"2019-09-04 15:26:16.169232","2019-09-04 15:26:15.648228","ATDAP6GAXP","2019-09-04 17:50:57",364,FALSE
9507,"2019-09-04 15:09:10.857183","2019-09-04 15:09:10.806763","ATWDFXFX9W","2019-09-05 05:39:55",363,FALSE
9506,"2019-09-03 22:39:30.190158","2019-09-03 22:39:30.054822","ATK3X3CRMJ","2019-09-04 13:33:16",360,FALSE
9505,"2019-09-03 21:07:50.763654","2019-09-03 21:07:50.72334","AT9XCNJCGR","2019-09-03 23:55:36",365,FALSE
9504,"2019-09-03 21:05:10.754525","2019-09-03 21:05:10.700876","ATKNZEZRZC","2019-09-04 07:14:18",365,FALSE
9503,"2019-09-03 16:54:34.13291","2019-09-03 16:54:34.096492","ATJ6WXTX2H","2019-09-04 12:42:24",14,FALSE
9502,"2019-09-03 16:52:24.005585","2019-09-03 16:52:23.490685","ATGWN4R7PC","2019-09-04 12:42:20",219,FALSE
9501,"2019-09-03 16:29:06.299181","2019-09-03 16:29:06.258243","ATXJMCCEZA","2019-09-04 00:05:54",364,FALSE
9500,"2019-09-03 16:27:39.845529","2019-09-03 16:27:39.806763","ATRT2GJ73C","2019-09-04 00:03:31",364,FALSE
9499,"2019-09-03 16:10:21.725913","2019-09-03 16:10:21.690281","ATJY4GGK2N","2019-09-04 04:05:13",209,FALSE
9498,"2019-09-03 15:49:18.541498","2019-09-04 08:00:00","ATPZTXW64E","2019-09-05 00:18:39",363,FALSE
9497,"2019-09-03 15:48:32.017225","2019-09-04 12:00:00","ATTAPTET7T","2019-09-05 05:15:07",363,FALSE
9496,"2019-09-03 15:45:53.915362","2019-09-03 15:45:53.504096","AT369433YE","2019-09-04 09:04:10",363,FALSE
9495,"2019-09-03 15:30:02.448759","2019-09-03 15:30:01.979444","ATFNTKXWRE","2019-09-04 07:18:04",363,FALSE
9494,"2019-09-03 15:25:28.595511","2019-09-03 15:25:28.047933","ATTNZPYWD9","2019-09-04 01:53:20",363,FALSE
9493,"2019-09-03 15:23:38.96508","2019-09-03 15:23:38.913362","ATEFRHHDYW","2019-09-04 03:04:42",363,FALSE
9492,"2019-09-03 15:22:41.185856","2019-09-03 15:22:40.709309","ATW7WG9GDZ","2019-09-04 02:18:28",363,FALSE
9491,"2019-09-03 15:20:48.744293","2019-09-03 15:20:48.696525","AT9RMD3AZ3","2019-09-04 01:14:34",363,FALSE
9490,"2019-09-03 15:18:32.589295","2019-09-03 15:18:32.554327","AT396R62PM","2019-09-04 04:01:57",363,FALSE
9489,"2019-09-03 15:17:01.053872","2019-09-03 15:17:00.899948","ATG2WY29CC","2019-09-03 23:10:22",363,FALSE
9488,"2019-09-03 15:13:35.079529","2019-09-03 15:13:34.411492","ATTJJR2674","2019-09-03 23:33:38",363,FALSE
9487,"2019-09-03 15:06:55.726813","2019-09-03 15:06:55.689951","ATNFEZZJP9","2019-09-04 05:11:01",363,FALSE
9486,"2019-09-03 14:39:46.997279","2019-09-03 14:39:46.910045","ATEYR976PT","2019-09-03 17:53:51",361,FALSE
9485,"2019-09-03 13:36:30.184902","2019-09-03 13:36:30.125131","ATYKPZ4P6F","2019-09-03 16:51:42",361,FALSE
9484,"2019-09-03 00:40:38.657","2019-09-03 00:40:38.53984","ATZCR7GF4P","2019-09-03 06:56:26",316,FALSE
9483,"2019-09-02 15:04:00.286526","2019-09-02 15:04:00.243082","ATW7WXFHYN","2019-09-03 12:41:56",14,FALSE
9482,"2019-09-02 13:18:42.090942","2019-09-02 13:18:41.946354","AT4N2MXMRE","2019-09-02 23:21:06",322,FALSE
9481,"2019-08-30 20:16:17.497813","2019-08-30 20:16:17.468083","AT64GPEFDG","2019-08-30 22:10:00",24,FALSE
9480,"2019-08-30 20:06:58.467545","2019-08-30 20:06:00","ATFH2GY6WJ","2019-09-02 05:38:10",5,FALSE
9479,"2019-08-30 20:04:24.822921","2019-08-30 20:04:24.786095","ATT2P9ZWDX","2019-08-31 05:58:51",317,FALSE
9478,"2019-08-30 19:58:28.007007","2019-08-30 19:58:00","ATNR23PK73","2019-08-31 13:27:18",5,FALSE
9477,"2019-08-30 19:51:49.858674","2019-08-30 19:51:00","ATXAJZPPX2","2019-08-31 14:15:13",10,FALSE
9476,"2019-08-30 19:48:26.949698","2019-08-30 19:48:26.912404","ATZNXH7YNZ","2019-08-31 14:09:08",363,FALSE
9475,"2019-08-30 19:40:06.95713","2019-08-30 19:40:06.921124","AT7GAGTFTM","2019-08-31 14:09:08",363,FALSE
9474,"2019-08-30 19:30:32.580586","2019-08-30 19:30:32.545753","AT3KNNGAXN","2019-08-31 10:00:50",363,FALSE
9473,"2019-08-30 19:18:44.284528","2019-08-31 02:00:00","ATKMNGHEK7","2019-09-02 05:48:00",10,FALSE
9472,"2019-08-30 19:10:33.281559","2019-08-30 19:10:33.211717","AT7RMERDGH","2019-08-31 10:00:50",363,FALSE
9471,"2019-08-30 19:09:43.555024","2019-08-31 05:00:00","ATDTJMFEHN","2019-09-02 06:21:42",10,FALSE
9470,"2019-08-30 19:09:29.261662","2019-08-30 19:09:29.226021","AT7GPG9W7R","2019-08-31 10:00:50",363,FALSE
9469,"2019-08-30 19:04:51.800469","2019-08-30 19:04:00","ATMCPGA23J","2019-09-02 15:00:00",24,FALSE
9468,"2019-08-30 19:04:29.962757","2019-08-30 19:04:29.923261","ATMHJPHNHK","2019-08-31 18:39:04",363,FALSE
9467,"2019-08-30 19:03:48.923519","2019-08-30 19:03:00","AT7AKMKA63","2016-07-18 15:00:00",24,FALSE
9466,"2019-08-30 19:01:02.513811","2019-08-30 19:01:00","ATJ63ZZT2T","2019-09-01 18:43:49",24,FALSE
9465,"2019-08-30 19:00:09.851266","2019-08-30 19:00:00","ATX4M4A9H3","2019-09-01 18:42:49",24,FALSE
9464,"2019-08-30 18:57:11.752552","2019-08-30 18:57:00","ATA6WXE7CY","2019-08-31 21:42:10",24,FALSE
9463,"2019-08-30 18:55:28.145765","2019-08-30 18:55:00","ATJXHNADPR","2019-08-31 21:42:10",24,FALSE
9462,"2019-08-30 18:51:11.654131","2019-08-30 18:51:00","ATET2NFRCK","2019-08-30 15:00:00",24,FALSE
9461,"2019-08-30 18:47:34.297697","2019-08-30 18:47:00","ATGXHPYN26","2019-09-02 15:00:00",24,FALSE
9460,"2019-08-30 18:44:35.208341","2019-08-30 18:44:35.164957","AT7ZG3J3FP","2019-08-30 21:31:12",360,FALSE
9459,"2019-08-30 18:42:08.407333","2019-08-30 18:42:00","ATCMXZ4EAW","2019-08-31 05:16:10",24,FALSE
9458,"2019-08-30 18:34:14.01345","2019-08-30 18:37:00","ATJNWW2RZ9","2019-09-02 12:00:00",24,FALSE
9457,"2019-08-30 18:32:49.457663","2019-08-30 18:32:49.421885","AT677PJHHY","2019-08-31 07:04:04",360,FALSE
9456,"2019-08-30 18:25:36.944879","2019-08-30 18:28:00","ATP3XWMDYM","2019-08-30 21:17:48",10,FALSE
9455,"2019-08-30 18:20:10.32497","2019-08-30 18:20:00","ATXFJZXDKG","2019-08-30 21:10:06",10,FALSE
9454,"2019-08-30 15:26:33.490528","2019-08-30 15:26:33.450249","ATTYH2XXNG","2019-08-31 00:28:21",320,FALSE
9453,"2019-08-30 15:24:15.311158","2019-08-30 15:24:15.274696","ATM67K9MNW","2019-08-30 18:07:31",320,FALSE
9452,"2019-08-30 15:20:12.520181","2019-08-30 15:20:12.48125","ATKDY7ZXCK","2019-08-31 00:28:21",320,FALSE
9451,"2019-08-30 15:18:22.349038","2019-08-30 15:18:22.307372","AT9W7PFTG7","2019-08-31 00:28:21",320,FALSE
9450,"2019-08-30 14:04:37.554181","2019-08-30 14:04:37.076073","ATXHJAH34Y","2019-08-30 22:19:00",364,TRUE
9449,"2019-08-30 13:52:38.850406","2019-08-30 13:52:38.083534","ATK2PTM6DH","2019-08-31 00:47:03",364,FALSE
9448,"2019-08-30 13:43:34.850617","2019-08-30 13:43:34.773136","ATPCKDGWHH","2019-08-30 21:59:31",364,FALSE
9447,"2019-08-29 23:05:32.252822","2019-08-29 23:05:31.707866","ATX4XRKAA6","2019-08-30 15:41:16",211,FALSE
9446,"2019-08-29 22:59:53.254247","2019-08-29 22:59:53.216392","ATW6JXT2KT","2019-08-30 12:56:39",211,FALSE
9445,"2019-08-29 22:59:03.290901","2019-08-29 22:59:03.25566","ATRJEY4GNG","2019-08-30 19:06:31",211,FALSE
9444,"2019-08-29 21:23:07.290502","2019-09-03 12:22:00","ATF7MYEE2P","2019-09-03 21:08:58",326,FALSE
9443,"2019-08-29 21:21:36.365816","2019-09-03 12:30:00","ATENYPXNPK","2019-09-04 00:10:28",326,FALSE
9442,"2019-08-29 20:51:40.229233","2019-09-03 13:30:00","ATXC3P23GT","2019-09-03 22:21:39",326,FALSE
9441,"2019-08-29 20:47:57.623401","2019-09-03 12:30:00","ATNJWWNPGZ","2019-09-03 20:56:44",326,FALSE
9440,"2019-08-29 20:46:17.547887","2019-08-29 20:46:17.059525","ATKMKTM2XX","2019-08-30 07:31:42",326,FALSE
9439,"2019-08-29 19:34:29.714095","2019-08-29 19:34:29.280883","ATH4KF6ZEM","2019-08-30 03:36:46",360,FALSE
9438,"2019-08-29 16:48:16.750834","2019-08-29 16:48:16.708875","ATKN6N3N36","2019-08-29 19:18:40",360,FALSE
9437,"2019-08-29 16:28:39.960946","2019-08-29 16:28:39.901285","AT3YN6747D","2019-08-30 04:10:00",363,FALSE
9436,"2019-08-29 16:21:27.772028","2019-08-29 16:21:27.737407","AT3F3YEHYM","2019-08-30 01:07:27",360,FALSE
9435,"2019-08-29 16:09:59.327813","2019-08-29 16:09:59.283579","AT4J4ENGCC","2019-08-30 03:02:28",322,FALSE
9434,"2019-08-29 15:49:31.396589","2019-08-29 15:49:31.362056","AT4PARAFHH","2019-08-30 11:45:26",14,FALSE
9433,"2019-08-29 15:18:17.628054","2019-08-29 15:18:17.582895","ATTATYPJFR","2019-08-30 02:03:38",316,FALSE
9432,"2019-08-29 15:17:35.659353","2019-08-29 15:17:35.612649","ATKJGJAKCM","2019-08-30 00:35:14",320,FALSE
9431,"2019-08-29 14:57:55.728394","2019-08-29 14:57:55.680423","AT6A3H47RE","2019-08-29 23:51:00",316,FALSE
9430,"2019-08-29 14:46:56.459471","2019-08-29 14:46:56.427765","ATH93E99PW","2019-08-30 01:21:18",317,FALSE
9429,"2019-08-29 14:44:31.483425","2019-08-29 14:44:31.436196","AT34NEC2KG","2019-08-29 23:51:18",316,FALSE
9428,"2019-08-29 14:33:17.216544","2019-08-29 14:33:17.154676","ATGHDWFZMH","2019-08-30 01:01:06",317,FALSE
9427,"2019-08-29 14:00:22.34694","2019-08-29 14:00:22.302639","AT9MT4GT7M","2019-08-29 16:43:00",209,FALSE
9426,"2019-08-29 13:10:25.46026","2019-08-29 13:10:25.417515","AT37E96YZA","2019-08-29 15:53:06",209,FALSE
9425,"2019-08-29 13:07:56.856724","2019-08-29 13:07:56.811991","ATXDWNMDFW","2019-08-29 19:58:30",209,FALSE
9424,"2019-08-29 13:03:29.087677","2019-08-29 13:03:29.05199","AT2FGRMHZA","2019-08-30 01:51:01",209,FALSE
9423,"2019-08-28 22:08:24.555278","2019-08-28 22:08:24.505294","ATPPYYXKAR","2019-08-29 00:51:50",324,FALSE
9422,"2019-08-28 20:44:26.564028","2019-08-28 20:44:26.51898","ATZJ3JCXPR","2019-08-29 05:25:00",327,FALSE
9421,"2019-08-28 19:05:47.170365","2019-08-28 19:05:47.093898","AT9MY9CAEJ","2019-08-28 21:49:37",365,FALSE
9420,"2019-08-28 19:02:20.624103","2019-08-28 19:02:20.580239","AT64A3R6DY","2019-08-29 10:32:37",322,FALSE
9419,"2019-08-28 19:00:06.271395","2019-08-28 19:00:06.22262","AT627YY6PX","2019-08-29 10:32:37",322,FALSE
9418,"2019-08-28 18:48:13.788635","2019-08-28 18:48:13.739303","ATF4FYA33X","2019-08-29 05:33:00",363,FALSE
9417,"2019-08-28 17:04:06.604776","2019-08-28 17:04:06.564372","ATFPCG9WGX","2019-08-29 03:45:00",363,FALSE
9416,"2019-08-28 16:35:58.846827","2019-08-28 16:35:58.805111","ATHA63WYT3","2019-08-29 03:45:00",363,FALSE
9415,"2019-08-28 16:13:23.749592","2019-08-28 16:13:23.691633","AT2E7JACT4","2019-08-28 18:45:00",226,FALSE
9414,"2019-08-28 16:11:58.04081","2019-08-28 16:11:57.994825","ATFAZDETJW","2019-08-29 02:15:19",322,FALSE
9413,"2019-08-28 15:29:54.747465","2019-08-28 15:29:54.697776","ATHWFKD3C7","2019-08-29 03:06:58",367,FALSE
9412,"2019-08-28 15:24:07.674383","2019-08-28 15:24:07.638043","AT629K2G73","2019-08-29 06:17:34",364,FALSE
9411,"2019-08-28 15:22:41.953881","2019-08-28 15:22:41.915625","AT7KHRFD2Y","2019-08-29 04:45:00",364,TRUE
9410,"2019-08-28 15:20:27.092484","2019-08-28 15:20:26.479662","ATFTMWTJJR","2019-08-28 18:17:46",364,FALSE
9409,"2019-08-27 23:06:39.830176","2019-08-27 23:06:00","ATJNMKFHDD","2019-08-28 09:09:51",22,FALSE
9408,"2019-08-27 21:57:15.829969","2019-08-27 21:57:15.797318","ATN63G6ENJ","2019-08-28 07:33:02",367,FALSE
9407,"2019-08-27 21:38:54.55797","2019-08-27 21:38:54.520515","ATHY9WXC4E","2019-08-28 00:18:10",367,FALSE
9406,"2019-08-27 21:20:12.195447","2019-08-27 21:20:12.160496","ATGGM44MWG","2019-08-28 00:01:16",367,FALSE
9405,"2019-08-27 21:19:22.921982","2019-08-27 21:19:22.889254","AT22TFXETP","2019-08-28 00:01:16",367,FALSE
9404,"2019-08-27 20:45:27.925718","2019-08-27 20:45:27.884001","AT4AMYCA3A","2019-08-28 05:18:00",327,FALSE
9403,"2019-08-27 20:38:01.835766","2019-08-27 20:38:01.795293","ATGETHYDPN","2019-08-28 03:48:00",316,FALSE
9402,"2019-08-27 20:27:58.119288","2019-08-27 20:27:58.059423","ATF422TFYA","2019-08-28 13:21:09",363,FALSE
9401,"2019-08-27 20:22:09.777489","2019-08-27 20:22:09.741132","AT34MN27MK","2019-08-28 14:10:27",363,FALSE
9400,"2019-08-27 19:10:44.568631","2019-08-27 19:10:44.528112","ATYA9RWC4G","2019-08-28 13:12:04",365,FALSE
9399,"2019-08-27 19:07:27.056142","2019-08-27 19:07:27.024561","ATTEJXH4GE","2019-08-27 22:42:09",360,FALSE
9398,"2019-08-27 19:04:55.626811","2019-08-27 19:04:55.592725","ATHDR2THMJ","2019-08-28 05:01:55",360,FALSE
9397,"2019-08-27 18:25:06.064513","2019-08-27 18:25:05.488839","AT99NM6ZHW","2019-08-27 21:53:55",318,FALSE
9396,"2019-08-27 18:01:20.277362","2019-08-27 18:01:20.23025","AT9TXHZ9AZ","2019-08-28 14:37:02",327,FALSE
9395,"2019-08-27 17:58:19.058517","2019-08-27 17:58:19.02643","ATZMDM9J9Z","2019-08-28 13:12:04",367,FALSE
9394,"2019-08-27 17:23:32.359564","2019-08-27 17:23:32.32528","ATEKZ2ZGCF","2019-08-28 03:59:04",367,FALSE
9393,"2019-08-27 17:18:50.233605","2019-08-27 17:18:50.18165","AT7YWR7HMC","2019-08-28 05:04:43",366,FALSE
9392,"2019-08-27 17:14:42.701153","2019-08-27 17:14:42.667425","ATFGYAY4CM","2019-08-27 19:54:10",214,FALSE
9391,"2019-08-27 17:12:58.233283","2019-08-27 17:12:58.193958","AT3JGGNDRA","2019-08-27 19:21:08",214,FALSE
9390,"2019-08-27 16:50:23.631787","2019-08-27 16:50:23.585259","ATFCCHDX69","2019-08-27 19:33:00",75,FALSE
9389,"2019-08-27 15:55:33.485774","2019-08-27 15:55:33.436527","ATEGY679N7","2019-08-27 18:29:39",324,FALSE
9388,"2019-08-27 15:36:12.209382","2019-08-27 15:36:12.164609","ATT3ZAPKCT","2019-08-27 18:06:37",360,FALSE
9387,"2019-08-27 15:11:18.668071","2019-08-27 15:11:18.624492","AT4GCYDFHD","2019-08-27 17:43:12",226,FALSE
9386,"2019-08-27 15:08:49.033299","2019-08-27 15:08:48.991241","AT9YH7FRZD","2019-08-27 23:46:04",360,FALSE
9385,"2019-08-27 14:12:14.526049","2019-08-27 14:12:14.473556","AT2DA7GXWA","2019-08-28 05:21:37",211,FALSE
9384,"2019-08-27 14:09:51.229761","2019-08-27 14:09:51.186587","AT9F77WHXF","2019-08-28 02:36:42",211,FALSE
9383,"2019-08-26 22:12:55.796879","2019-08-26 22:12:00","ATGRDTN2HX","2019-08-27 00:54:51",75,FALSE
9382,"2019-08-26 22:11:38.30073","2019-08-26 22:11:00","ATYPC34GRP","2019-08-27 00:54:09",75,FALSE
9381,"2019-08-26 22:03:51.277233","2019-08-26 22:03:51.232198","ATHMZPMFZD","2019-08-27 13:22:13",211,FALSE
9380,"2019-08-26 21:42:10.560235","2019-08-26 21:42:10.502395","AT7JZR9ZKJ","2019-08-27 13:22:13",211,FALSE
9379,"2019-08-26 21:41:16.636085","2019-08-27 14:00:00","ATNM6XMAW2","2019-08-28 00:56:34",320,FALSE
9378,"2019-08-26 21:22:19.582719","2019-08-26 21:22:00","ATCKDEEE69","2019-08-27 00:20:32",75,FALSE
9377,"2019-08-26 21:19:18.455285","2019-08-26 21:19:00","AT2FWWK9H2","2019-08-27 02:34:34",75,FALSE
9376,"2019-08-26 21:08:09.022266","2019-08-26 21:08:08.48382","ATCNH3ECYY","2019-08-27 00:04:32",75,FALSE
9375,"2019-08-26 20:53:43.070811","2019-08-28 16:00:00","AT6GE7PN9A","2019-08-29 02:16:15",320,FALSE
9374,"2019-08-26 20:52:26.436175","2019-08-27 16:00:00","AT7RF63AG2","2019-08-28 02:17:28",320,FALSE
9373,"2019-08-26 20:37:22.805498","2019-08-26 22:00:00","ATGFNP7FHC","2019-08-27 12:41:43",320,FALSE
